"","year","pitch","pitch_count","sum_whiffs","sum_swings","sum_takes","sum_abs","sum_hits","mean_velocity","mean_iso","mean_babip","mean_slg","mean_woba","ba","swing_percentage","whiff_percentage","contact_rate","take_percentage"
"1","2008","Change",67620,9791,34194,33424,17534,4521,82.269247264123,0.157821310263236,0.293253623188406,0.418288982549542,0.314006506950606,0.257841907151819,0.505678793256433,0.286336784231152,0.713663215768848,0.494291629695356
"2","2008","Curveball",54907,5863,21487,33420,12747,2773,76.2732893802247,0.11673874005136,0.290388365782141,0.335374323856703,0.259792831515107,0.217541382286028,0.391334438231919,0.272862661143948,0.727137338856052,0.608665561768081
"3","2008","Cutter",34269,3290,16597,17670,8283,2131,87.4362835215501,0.148821675566839,0.288878695030494,0.407371501940529,0.317209285359946,0.257273934564771,0.484315270360968,0.198228595529313,0.801771404470688,0.515626367854329
"4","2008","Fastball",239842,17558,109023,130819,52163,14473,91.9358631932689,0.173983906071497,0.302542836534052,0.450719035865278,0.357797345752621,0.27745720146464,0.45456175315416,0.161048586078167,0.838951413921833,0.54543824684584
"5","2008","Sinker",167714,9089,74686,93028,39843,11678,90.7141502796427,0.153161191075283,0.30749351276578,0.446291639338397,0.357545094625374,0.293100419145145,0.445317624050467,0.121696167956511,0.878303832043489,0.554682375949533
"6","2008","Slider",98813,14450,47548,51265,24992,5591,83.3986651553945,0.130953943307055,0.290559308997804,0.354980124072743,0.273379960126704,0.223711587708067,0.481191746025321,0.303903423908471,0.696096576091529,0.518808253974679
"7","2009","Change",68620,9674,34321,34298,17660,4446,82.8116452929175,0.15561375692218,0.283672748469834,0.410751807053337,0.309211643835616,0.251755379388448,0.500160303118624,0.281868243932286,0.718131756067714,0.499825123870592
"8","2009","Curveball",57641,6241,22545,35096,13456,2869,76.519713398449,0.112534133689561,0.290859527072743,0.328228257663816,0.255541229333287,0.213213436385256,0.3911278430284,0.27682412951874,0.72317587048126,0.6088721569716
"9","2009","Cutter",35079,3555,17269,17809,8538,2137,87.6971835000998,0.14023045126714,0.280571766583996,0.390810000285071,0.30737994241569,0.250292808620286,0.492288833775193,0.205860211940471,0.794139788059529,0.507682659140796
"10","2009","Fastball",250581,18243,112422,138159,53789,14842,92.1372857479218,0.180546350281945,0.301469848073078,0.455709475179682,0.359829552120871,0.275930022867129,0.448645348210758,0.162272508939531,0.837727491060469,0.551354651789242
"11","2009","Sinker",165985,8696,72621,93364,38770,11683,91.1539500557279,0.161442696629213,0.313471500436786,0.462932036027352,0.366660517516643,0.301341243229301,0.437515438142001,0.11974497734815,0.88025502265185,0.562484561857999
"12","2009","Slider",103612,15282,49089,54523,25989,5685,83.5029957919932,0.131901768134965,0.285770895263097,0.351275556885303,0.269527641585917,0.218746392704606,0.473777168667722,0.311312106581923,0.688687893418077,0.526222831332278
"13","2010","Change",73790,10799,37319,36471,19321,4665,82.7718796584903,0.139550237159507,0.277224258029543,0.382429041875593,0.294604350182952,0.241447130065732,0.505746036048245,0.289370025992122,0.710629974007878,0.494253963951755
"14","2010","Curveball",55337,6033,21797,33540,12783,2790,76.4965158935251,0.121784863653613,0.294073838480583,0.344470498942841,0.263887037605942,0.218258624735977,0.393895585232304,0.276781208423177,0.723218791576822,0.606104414767696
"15","2010","Cutter",37067,3984,18123,18941,8999,2355,88.1259125367578,0.149718374834759,0.301329484447082,0.410669975989425,0.321464078560445,0.261695743971552,0.488925459303424,0.219831153782486,0.780168846217514,0.510993606172606
"16","2010","Fastball",232275,17133,104003,128271,49948,13447,92.1988319879453,0.164468914002798,0.300523547519105,0.432739123883328,0.347872642342051,0.26921998878834,0.447758045420299,0.164735632625982,0.835264367374018,0.552237649338069
"17","2010","Sinker",176280,9453,77325,98955,41763,12169,91.1161844792376,0.148123411617881,0.306649977308827,0.439378993646472,0.354738455865668,0.291382324066758,0.438648740639891,0.122250242483026,0.877749757516974,0.561351259360109
"18","2010","Slider",99402,14803,47142,52260,25071,5380,83.7680559747289,0.120109032011428,0.286805064284421,0.335424206756403,0.264653497917547,0.214590562801643,0.474256051186093,0.31400873955284,0.68599126044716,0.525743948813907
"19","2011","Change",70812,10494,36362,34450,18560,4499,83.1164393040728,0.140968508162458,0.274250550754109,0.385116110263797,0.294407402700107,0.242403017241379,0.513500536632209,0.288597986909411,0.711402013090589,0.486499463367791
"20","2011","Curveball",54139,5819,21378,32761,12485,2730,76.806547959881,0.10972533663348,0.299000036941946,0.332064223572656,0.257997561831582,0.218662394873849,0.394872457932359,0.272195715221256,0.727804284778744,0.605127542067641
"21","2011","Cutter",41165,4343,20843,20322,10067,2502,88.628864326491,0.136660779788655,0.286211636098627,0.385465759747358,0.302817320539293,0.248534816727923,0.506328191424754,0.20836731756465,0.79163268243535,0.493671808575246
"22","2011","Fastball",233498,17365,105460,128038,50191,13332,92.4217569315369,0.163253089962227,0.295517070810028,0.42802742207642,0.342893913438231,0.265625311310793,0.451652690815339,0.164659586573108,0.835340413426892,0.548347309184661
"23","2011","Sinker",166267,8978,73529,92738,39713,11576,91.3758376587056,0.149420390095449,0.307327575526112,0.441084310175802,0.352622883675053,0.291491451162088,0.442234478278913,0.122101483768309,0.877898516231691,0.557765521721087
"24","2011","Slider",106275,16336,51753,54522,27351,5888,83.934508586215,0.125562926370266,0.285440828040461,0.342400555163491,0.265462291225594,0.215275492669372,0.48697247706422,0.315653198848376,0.684346801151624,0.51302752293578
"25","2012","Change",69405,10554,35780,33622,18344,4485,83.4020344355594,0.151625041423529,0.27853631582739,0.397935451336359,0.297340047547007,0.244494112516354,0.515524818096679,0.294969256567915,0.705030743432085,0.484431957351776
"26","2012","Curveball",59443,6958,23787,35656,13872,2935,77.0994869034201,0.116310717830527,0.290399138670659,0.331407802432582,0.255036825193883,0.211577277970012,0.400164863819121,0.292512717030311,0.707487282969689,0.599835136180879
"27","2012","Cutter",39435,4100,19435,20000,9532,2453,88.3474857360213,0.148246963357424,0.297544541650818,0.406143349816153,0.312790287815392,0.257343684431389,0.492836312919995,0.21095960895292,0.78904039104708,0.507163687080005
"28","2012","Fastball",235936,18551,106928,129008,50745,13609,92.485171826258,0.178137524582938,0.299454220636105,0.445673708124237,0.345666464634477,0.268184057542615,0.453207649532076,0.173490573095915,0.826509426904085,0.546792350467924
"29","2012","Sinker",162699,9468,72047,90652,38538,11203,91.5504741885322,0.150981849919176,0.307846913625775,0.44111429695327,0.349197389043571,0.290700088224609,0.442823864928488,0.131414215720294,0.868585784279706,0.557176135071512
"30","2012","Slider",102496,16367,50071,52425,26486,5638,83.7830949500468,0.13035960427724,0.284897547221355,0.344415030830471,0.262074080939744,0.21286717511138,0.488516625039026,0.326875836312436,0.673124163687564,0.511483374960974
"31","2013","Change",71145,11194,36842,34303,18686,4548,83.4417443249701,0.143422081664207,0.282043095087497,0.390593618666104,0.298712151240424,0.243390773841379,0.517843840044979,0.303838010965746,0.696161989034254,0.482156159955021
"32","2013","Curveball",55350,6311,21577,33773,12413,2634,77.302352303523,0.117577199638663,0.289245149051491,0.334871490514905,0.259936350496838,0.212196890356884,0.389828364950316,0.292487370811512,0.707512629188488,0.610171635049684
"33","2013","Cutter",39519,4324,19848,19671,9549,2430,88.7500290999266,0.140813229079683,0.29473827779043,0.396167590273033,0.312295629950151,0.254476908576814,0.502239429135353,0.217855703345425,0.782144296654575,0.497760570864647
"34","2013","Fastball",244328,19522,111713,132615,53245,14149,92.6837562620739,0.164975336432992,0.298480919092368,0.429827584231034,0.340606463442585,0.265733871725045,0.457225532890213,0.174751371818857,0.825248628181143,0.542774467109787
"35","2013","Sinker",156886,9304,70584,86302,37589,10883,91.6961392348584,0.14263141389289,0.308522181711561,0.432514124905983,0.346784359343727,0.28952619117295,0.449906301390819,0.131814575541199,0.868185424458801,0.550093698609181
"36","2013","Slider",105593,16754,51062,54531,26657,5705,84.0400736791265,0.126502732188687,0.288321261826068,0.341555889121438,0.265112242288788,0.214015080466669,0.483573721742919,0.328110923974776,0.671889076025224,0.516426278257081
"37","2014","Change",71522,11594,37275,34247,18744,4409,83.8538156091832,0.136930510891754,0.277530801711362,0.374779158860211,0.290025810240206,0.235221937686726,0.521168311848103,0.311039570757881,0.688960429242119,0.478831688151897
"38","2014","Curveball",55157,6740,22333,32824,12774,2779,77.6436300016317,0.115441847816234,0.30833672969886,0.34181966024258,0.266801892778795,0.217551276029435,0.404898743586489,0.301795549187301,0.698204450812699,0.595101256413511
"39","2014","Cutter",42441,4448,20981,21460,10371,2592,88.584649277821,0.130039631488419,0.290065573384228,0.381852383308593,0.305253764048915,0.249927682962106,0.494356871892745,0.212001334540775,0.787998665459225,0.505643128107255
"40","2014","Fastball",238955,19396,109907,129048,51754,13557,92.794863468017,0.157626435939821,0.298671586700425,0.418608955661108,0.336931455713419,0.261950767090466,0.459948525873072,0.176476475565706,0.823523524434294,0.540051474126928
"41","2014","Sinker",156786,9537,71076,85710,38050,10847,91.8318147028434,0.131472440141339,0.310125553301953,0.416754219126708,0.3403040705165,0.285072273324573,0.453331292334775,0.134180314030052,0.865819685969948,0.546668707665225
"42","2014","Slider",97065,15706,47418,49647,24479,5308,84.5445670427033,0.119378941946119,0.293204594859115,0.337176799052182,0.264228640601659,0.216838923158626,0.488518003399784,0.331224429541524,0.668775570458476,0.511481996600216
"43","2015","Change",73629,11996,38626,34996,19066,4560,84.0055209224626,0.146448776976463,0.279338888209809,0.387717814991376,0.291674842792921,0.23916920172034,0.52460307759171,0.310568011184176,0.689431988815824,0.475301851172772
"44","2015","Curveball",52846,6756,21571,31271,12114,2535,78.2182814214889,0.129410210801196,0.291606800893161,0.344809484161526,0.258039719184044,0.209262010896483,0.408186050032169,0.313198275462426,0.686801724537574,0.591738258335541
"45","2015","Cutter",39679,4343,19872,19807,9643,2456,88.4200962725875,0.151063005620101,0.286755765014239,0.406466216386502,0.310045036417248,0.254692523073732,0.500819073061317,0.218548711755233,0.781451288244767,0.499180926938683
"46","2015","Fastball",247787,21375,116344,131443,53928,14468,93.1227489739171,0.175566421967254,0.302385540807226,0.443650147102148,0.342280212440524,0.268283637442516,0.469532299918882,0.183722409406587,0.816277590593413,0.530467700081118
"47","2015","Sinker",148306,9135,67826,80479,36383,10570,92.1403591223551,0.146527847828139,0.311668395075048,0.436381515245506,0.345311443906518,0.290520297941346,0.457338206141356,0.134682864978032,0.865317135021968,0.542655051043114
"48","2015","Slider",99913,16738,49281,50631,25362,5450,84.8224675467657,0.125996496952349,0.290063225005755,0.343040134917378,0.263194899562619,0.214888415740084,0.493239118032688,0.339644081897689,0.660355918102311,0.506750873259736
"49","2016","Change",72009,11716,37525,34482,18478,4403,84.1750850588121,0.155501145690122,0.27817078420753,0.396615200877668,0.293796317127026,0.238283364000433,0.52111541612854,0.312218520986009,0.687781479013991,0.478856809565471
"50","2016","Curveball",62427,7996,25056,37371,14002,2950,78.1423422557547,0.136939481314175,0.29483753824467,0.354021657295721,0.261794127540968,0.210684187973147,0.401364794079485,0.319125159642401,0.680874840357599,0.598635205920515
"51","2016","Cutter",36208,4166,18036,18172,8755,2235,88.6344454264251,0.152566283694211,0.293238068935042,0.409908777065842,0.312354065399912,0.255282695602513,0.498121961997349,0.230982479485473,0.769017520514527,0.501878038002651
"52","2016","Fastball",256069,22443,119612,136457,54797,14871,93.225376363402,0.189225732126888,0.305640393800109,0.460235081169529,0.349642283915663,0.271383469897987,0.467108474668937,0.187631675751597,0.812368324248403,0.532891525331063
"53","2016","Sinker",143908,9260,65430,78477,34729,10139,92.4109153070017,0.159634551241071,0.313529428523779,0.45164184756928,0.351586555299219,0.291946212099398,0.454665480723796,0.14152529420755,0.85847470579245,0.545327570392195
"54","2016","Slider",105814,17671,51983,53830,26178,5628,84.9544805035251,0.144025327461395,0.283126164779708,0.360181970249683,0.267463530345701,0.214989685995874,0.491267696146068,0.339938056672374,0.660061943327626,0.508722853308636
"55","2017","Change",70763,11153,36356,34407,17813,4347,84.1777313002558,0.166741729434874,0.27864406540141,0.41237290674505,0.301294942272091,0.244035255150733,0.513771321170668,0.306771922103642,0.693228077896358,0.486228678829332
"56","2017","Curveball",55997,7011,22460,33537,12374,2687,77.8728967623265,0.146837151990285,0.286381020411808,0.366938228833687,0.268162508705824,0.217148860513981,0.401092915691912,0.312154942119323,0.687845057880677,0.598907084308088
"57","2017","Cutter",38234,4957,19405,18829,9315,2309,88.3735680284563,0.158517942145734,0.292168959564785,0.407236229533923,0.304861536852017,0.247879763821793,0.507532562640582,0.255449626384952,0.744550373615048,0.492467437359418
"58","2017","Fastball",247459,22830,115926,131532,52227,13944,93.2463074691161,0.198777462125039,0.301065837168986,0.465743553477546,0.350302559211829,0.266988339364696,0.46846548317095,0.196935976398737,0.803064023601263,0.53153047575558
"59","2017","Sinker",149613,9609,67976,81637,35616,10500,92.1774230848924,0.17128388575859,0.313714216010641,0.466026067253514,0.358789897936677,0.294811320754717,0.454345544839018,0.141358714840532,0.858641285159468,0.545654455160982
"60","2017","Slider",115438,19621,55323,60115,27987,6004,84.4993858174951,0.151700150730262,0.287072878948007,0.36740129766628,0.270946863251269,0.214528173794976,0.479244269651241,0.354662617717767,0.645337382282233,0.520755730348759
"61","2018","Change",73549,11657,37856,35693,18658,4426,84.2230485798583,0.150607785286,0.275746930617683,0.389736706141484,0.292498048919768,0.237217279451174,0.514704482725802,0.307930050718512,0.692069949281488,0.485295517274198
"62","2018","Curveball",56722,7143,22585,34137,12198,2674,78.2275818906244,0.146316208878389,0.300499136137654,0.371502327139382,0.276445858749691,0.219216264961469,0.398170022213603,0.316271861855214,0.683728138144786,0.601829977786397
"63","2018","Cutter",40392,5129,20547,19845,9727,2451,88.6419959397901,0.156690879382056,0.298147058823529,0.410727396514161,0.314234650425827,0.251979027449368,0.508689839572192,0.249622815982869,0.750377184017131,0.491310160427808
"64","2018","Fastball",250320,24027,117267,133052,52765,13743,93.1733756791307,0.192897087727709,0.296646692233941,0.453034280121445,0.346148334132311,0.260456742158628,0.468468360498562,0.204891401673105,0.795108598326895,0.531527644614893
"65","2018","Sinker",140101,9300,63737,76364,33563,9553,92.176230005496,0.153999100648818,0.305432131105417,0.438268870314987,0.346689930835611,0.284628906831928,0.454936081826682,0.145912107567033,0.854087892432967,0.545063918173318
"66","2018","Slider",120075,20442,57690,62384,29035,6050,84.3888086612534,0.138952054965646,0.285213974599209,0.349016014990631,0.263818538413492,0.208369209574651,0.480449718925671,0.354342173686947,0.645657826313053,0.519541952946075
"67","2019","Change",78266,12365,40679,37565,20089,4726,84.5582130171467,0.157201569008254,0.272296156696394,0.394083522857946,0.288699000843278,0.23525312359998,0.519753149515754,0.303965190884732,0.696034809115268,0.479965757800322
"68","2019","Curveball",62591,7811,25006,37585,13342,3028,78.5753926283331,0.16003337540541,0.301359236950999,0.392647856720615,0.282797015545366,0.226952480887423,0.399514307168762,0.312365032392226,0.687634967607774,0.600485692831238
"69","2019","Cutter",47244,5831,23509,23732,11109,2842,88.4125074083481,0.173489755312844,0.295323109812886,0.430463148759631,0.3175550334434,0.255828607435413,0.49760816188299,0.248032668339785,0.751967331660215,0.502328337990009
"70","2019","Fastball",260177,26572,123006,137148,54106,14411,93.4158941797315,0.218425979237212,0.304480588214946,0.484462692705351,0.352946198165095,0.266347540014046,0.472778147184417,0.216021982667512,0.783978017332488,0.527133451458046
"71","2019","Sinker",117283,8170,54174,63106,28232,8315,92.5195322425245,0.179497898246123,0.314574286128424,0.474810620465029,0.357505427043988,0.294523944460187,0.461908375467885,0.150810351829291,0.849189648170709,0.53806604537742
"72","2019","Slider",127489,22083,61882,65602,30557,6609,84.6391610256571,0.162487744040662,0.284913725890077,0.378852740236413,0.273656017381892,0.21628432110482,0.485390896469499,0.356856598041434,0.643143401958566,0.51456988446062
"73","2020","Change",29781,4813,15129,14649,7579,1737,84.4547228098452,0.149173231254827,0.267142036869145,0.377821799133676,0.285781303515664,0.229185908431191,0.508008461770928,0.318130742283033,0.681869257716967,0.491890802860884
"74","2020","Curveball",22128,2776,8547,13581,4595,979,78.4542932031815,0.154611216558207,0.293514144974693,0.372737301156905,0.277104663774403,0.213057671381937,0.386252711496746,0.324792324792325,0.675207675207675,0.613747288503254
"75","2020","Cutter",18111,2363,9042,9067,4177,1088,88.1948263486279,0.177949643862846,0.299569985091933,0.438488377229308,0.328227430843134,0.26047402441944,0.499254596653967,0.26133598761336,0.73866401238664,0.500634973220695
"76","2020","Fastball",87826,9218,40780,47042,18447,4701,93.3341926081115,0.206981725229431,0.291766162639765,0.460999533167855,0.348505806936443,0.254838185070743,0.464327192403161,0.226042177538009,0.773957822461991,0.53562726299729
"77","2020","Sinker",40385,2782,17948,22433,9482,2711,92.7567537452024,0.158806140893896,0.313821517890306,0.446219636003467,0.355623895010524,0.285910145538916,0.444422434072056,0.155003342990862,0.844996657009138,0.555478519252198
"78","2020","Slider",45057,7694,21268,23789,10291,2112,84.2547905985751,0.149398140133609,0.269104556450718,0.354424173824267,0.271200679139756,0.205227869011758,0.472024324744213,0.361764152717698,0.638235847282302,0.527975675255787
"79","2021","Change",79413,12173,40637,38768,20244,4803,84.8188117814464,0.154653696498054,0.275863573974034,0.393566783775956,0.293344993892688,0.237255483106106,0.511717225139461,0.299554593104806,0.700445406895194,0.488182035686852
"80","2021","Curveball",56471,7334,22941,33530,12079,2581,78.7356023445662,0.141889182058047,0.290805227461883,0.360076800481663,0.270973597067521,0.213676628860005,0.406243912804802,0.319689638638246,0.680310361361754,0.593756087195198
"81","2021","Cutter",48040,5780,24277,23761,10999,2848,88.5657910074937,0.1750993755204,0.289195899250624,0.434140716069942,0.325975145711907,0.258932630239113,0.505349708576187,0.238085430654529,0.761914569345471,0.494608659450458
"82","2021","Fastball",248049,26099,119104,128928,52774,13533,93.6811746872594,0.198514148414225,0.297189349684941,0.455165858358631,0.345054513422751,0.256433092052905,0.480163193562562,0.219127821063944,0.780872178936056,0.5197682715915
"83","2021","Sinker",108550,7793,49348,59197,25829,7238,93.0472924919392,0.147821031782589,0.307354205435283,0.428308429295256,0.344605315522801,0.28022765108986,0.454610778443114,0.157919267244873,0.842080732755127,0.545343159834178
"84","2021","Slider",134713,22935,64799,69913,32002,6712,84.6487035401186,0.152809558097585,0.276649744271154,0.36258842131049,0.273804413827916,0.209736891444285,0.481015195266975,0.35394064723221,0.64605935276779,0.518977381544469
"85","2022","Change",79478,12201,40564,38904,20394,4743,85.3344762072523,0.135877412617328,0.276994149324341,0.368835224842095,0.285454326983568,0.232568402471315,0.510380231007323,0.300783946356375,0.699216053643625,0.48949394801077
"86","2022","Curveball",58763,7432,24250,34513,12544,2714,79.1118203631537,0.143742542075796,0.28565692697786,0.364047223593077,0.276594710957575,0.216358418367347,0.412674642206831,0.306474226804124,0.693525773195876,0.587325357793169
"87","2022","Cutter",50475,5929,25304,25171,11588,3045,88.9957424467558,0.171520911342249,0.290974383358098,0.434658187221397,0.328396156513125,0.262771832930618,0.501317483902922,0.234310780904205,0.765689219095795,0.498682516097078
"88","2022","Fastball",230913,24459,112254,118640,49550,12501,93.9223902508737,0.178177690298944,0.293620800907701,0.430580807490267,0.337538258997978,0.252290615539859,0.486131140299593,0.217889785664653,0.782110214335347,0.513786577628804
"89","2022","Sinker",110614,7655,50907,59698,26858,7521,93.353713815611,0.134574972426637,0.308747364709711,0.414890673874916,0.340840987578426,0.280028296969246,0.46022203337733,0.150372247431591,0.849627752568409,0.539696602600032
"90","2022","Slider",145865,24190,70773,75091,34657,7299,84.6004072258595,0.141503431254928,0.273912412161931,0.352327467178556,0.27069320261886,0.210606803820296,0.485195214753368,0.341797012985178,0.658202987014822,0.514797929592431
